"year","semester","review","score"
2021,"2학기","일주일에 강의 듣는거 과제하는거 시험공부하는거 포함해서 빡세게 5시간만 투자하면 점수가 깎일 수가 없이 무조건 에쁠 받습니다. 아무생각 없이 배끼는 과제가 많아서 과제로 스트레스 받을 일은 거의 없고 시험문제도 오픈북이면 공부 하나도 안하고 그때그때 찾아도 괜찮습니다. 수업할 때 멍 안때리고 편하게 듣는 정도로 충분합니다. 교수님 스타일은 호불호가 갈릴 수 있지만 (강압적이시진 않지만 수업이 부담스러울 수는 있습니다) 실강은 일주일에 한번이라 큰 문제는 안됩니다. 한자 원래 6급 정도였는데 수업 따라가는데 전혀 문제 없고 주로 어떻게 쓰는지 알여주십니다.",80
2021,"2학기","과제만 잘 내면 a+ 쉽게 받음. 시험 공부도 따로 할 필요가 없다.",100
2021,"2학기","수업 : 실시간1 + 동영상 수업3으로 총 4차시 진행됨. 실시간때 화면켜야되고, 호명해서 한자 뜻이나 단어뜻 질문하심. 수업때 알려준건데 어버버 거리면 핀잔주심..ㅠㅠ 근데 막 고등학교 필기처럼은 할 필요없고, 굉장히 강조하시는 부분만 절 적어두면 시험때 유용함. 출석 : 각 차시마다 출석과제를 주시고, 이걸 하지 않으면 과제감점됨. 감점이 크지는 않지만 과제 비중이 높다보니 좀 신경써야함 시험 : 쉬움. 오픈북이고. 본인은 평소에 수업듣고 대충 필기해둔거산 보고도 다 풀었음. 눈만 있으면 풀수 있음. 평소에 막 강조하시던거 내주심. 중간만점 기말 -2점 감점인데, 에이쁠 나올거같음 과제 : 정말 많음. 정말정말. 매주 하기 귀찮은데 그걸 극복해내면 에이쁠이 오는 수업임. 그래도 한자수업치고 로드가 많은편은 아니어서 좋았음. 암기도 없었고. 무엇보다 교수님이 굉장히 열정적이신 편이라, 대충 하는 내가 죄송스러운 느낌..? 무튼 언어 커테고리 하나 쉽게 채우고 감.",100
2021,"2학기","웰컴투 21세기 연세서당 여러어부우우운 치일주차아아 강의를 시작할게요오오~ 1. 과제가 교양치고는 많지만 버겁고 못할 정도는 또 절대 아니다. 2. 외우지 않는 한문 ?! 시험 전날 강의자료 한번 쭉 훑고 가도 만점 나옵니다 3. 수업을 정말 잘 들어야한다. 배운대로 하지 않으면 교수님께서 많이많이 서운해하신다~ (ex) 000~ 질문에 대신 답해줄래요오오? 아이! 그거 아니야!!! 4. 하지만 그럼에도 불구하고 안정적으로 확신을 갖며 에이쁠을 취할 수 있는 좋은 강의",100
2021,"2학기","매주 과제가 있고, 과제의 양이 많긴 하지만 그만큼 얻어 가는 것도 많습니다. 교수님께서는 수강생의 어휘력 증진에 목적이 있으시기 때문에 시험 성적에 의해서 점수가 결정되기 보다는 성실하게 과제를 수행했느냐가 더 중요합니다. 수업을 들으면서 느낀 것은 교수님께서 정말 진심으로 학생이 잘되기를 바라고 계신다는 것이었습니다. 가끔 따끔하게 혼내실 때도 있지만 덕분에 더 오래 기억에 남는 것 같습니다.",100
2021,"2학기","과제가 죽을만큼 많지만 학점은 보장됩니다. 사실 작정하고 꿀빠려면 편하게 할 방법이 없지는 않습니다. 시간표상 4시간으로 나와있지만 일찍끝날때도 많습니다. 엄청 편한 교양은 아니지만 그래도 이정도면 할만 하다 정도의 로드고 이것만큼 성실이 학점에 직결되는 과목이 없습니다. 게다가 뭐 요령이 생기면 과제도 금방하고 과제 틀린다고 점수 많이까이지도 않아요.",100
2021,"2학기","3학점이지만 일주일 수업이 네시간인데 솔직히 왜 4시간 수업이 필요한지 모르겠습니다. 비대면이라 꿀빨고 가지만 대면이라면 솔직히 별로일 것 같습니다 매 주 있는 과제는 익숙해지면 금방 하지만 익숙해지기 전에는 꽤 시간이 오래 걸립니다.",60
2020,"2학기","과제많지만 학점은 보장됨. 수업내용 다 필기해야하고 매주 과제가 나오는데 필기가 잘 되어있는지도 검사가 진행됩니다. 대신 학점은 로드만 잘 따라가면 에이쁠보장이에요",100
2021,"2학기","Angel. 천사. 보살. 솔직히 진짜 과제만 다하면 A+나오는 수업. 교수님도 너무 잘해주시고 과제도 하다보면 그렇게 오래 안걸려용",100
2021,"1학기","과제가 많긴 하지만 하라고 하는거 다 하면 충분히 A+받을 수 있는 수업 비대면 때는 수업시간에 순수하게 한자를 외우는게 아니라 한자로 어휘력 높이는게 목표인 수업이라서 시험도 수업 내용만 들으면 충분히 풀 수 있고과제는 좀 많아서 손목이 좀 힘들 수 있음 ..",100
2021,"1학기","하라는데로 하셈 손은 아프지만 학점은 에이쁠이야 한자 아예몰라도 그냥쓰고 시험은 필기잘해두고 오픈북이라 필기 찾는거만 하면 눈 있으면 에이쁠 무조건받음 실라버스보면 알겠지만 각주차별과제점수> 시험임 그냥 평소에 열심히 하는게 에이쁠 지름길임",100
2021,"1학기","그저 빛빛빛 교수님!!! 한문 외울 필요 없고요 정말 교양지식 쌓는 듯한 느낌으로 들었어용 덕분에 강의 듣는 게 즐거웠고 나름 열심히 했습니다 과제랑 필기만 매주 성실히 하면 에이쁠 무난하게 나와요",100
2021,"1학기","그저 빛...중간 반타작으로 총 성적 93이었는데도 에이쁠 받아갑니다...교수님 사랑해요",100
2021,"1학기","21세기에 서당이 있다면 그 서당의 훈장은 이분이리라",100
2021,"1학기","매주 꽤 많은 양의 과제가 있지만, 약간 노가다성이라 하면 할수록 익숙해져서 나중에는 긴 시간 들이지 않고 할 수 있었습니다. 시험은 오픈북이라 어렵지 않고 과제만 매주 충실히 하면 에이쁠 보장되는 강의입니다. 교수님께선 정말 고등학교 선생님 느낌으로 학생들 가르치는 걸 낙으로 삼으시는 분인 듯 했습니다. 다만 대면수업 시간에 기분이 다소 왔다갔다하시는 모습이 처음에는 조금 당황스러웠는데, 좋은 분이라는 걸 알고 나서는 크게 신경쓰이지 않았던 거 같습니다. 간혹 타이밍이 안 좋을 때 걸리면 교수님께 쓴소리를 들을 수 있는데, 교수님께서 학우님이 미워서 그러시는 것이 아니니 크게 개의치 않으셨으면 좋겠네요:)",80
2021,"1학기","정말 좋은 분이셔요 교수님이. 처음엔 교수님 말투?가 저랑 안 맞아서 고생했는데 계속 듣다보니 괜찮아지더라구요. 강의도 친절하게 잘 하시고 학생들 배려 진~짜 많이 해주세요. 시험 성적 공개도 딱딱 해주셔서 성적평가에 불만도 없습니다! 그리고 학점도 잘 주세요!",100
2021,"1학기","교수님이 정말 정성껏 강의해주시며 학생들의 질문에 자세히 답변해 주십니다. 매 주 과제가 좀 양이 많은 편인데, 어려운 과제들이 아니라서 열심히 하다보면 할만합니다. 시험도 오픈북이라 수업 열심히 듣고 필기 잘 해 두면 전혀 부담이 없습니다. 처음엔 힘들었지만, 지금 생각해보니 정말 수강하길 잘했다는 생각이 듭니다.",100
2021,"1학기","말이 필요없다. 대면 수업도 듣고 비대면 수업도 들었는데 비대면일때 꼭 듣기를. 과제는 많지만 따라가기만 하면 학점 매우 잘 주시는 교수님. 대학교수님보다는 고등학교 선생님같은 느낌의 교수님.",100
2021,"1학기","로드는 많지만, 교수님이 학생들한테 관심이 많고 애정있게 가르쳐주신다. 연세대학교를 5년 이상 다녔는데, 고등학교 이후 교육자가 이렇게 학생들에게 신경 써주시는게 오랜만이다.",100
2020,"2학기","과제개 많은 편이지만 크게 달라지는 것 없이 평이한(노가다) 과제들이라 매주 하다보면 무뎌집니다. 시험도 (비대면 기준) 오픈북이라 수업필기만 해두면 문제없이 만점 나옵니다. 교수님이 수업시간에 학생참여유도에 엄청 적극적이셔서 약간 부담스럽긴 했지만 성적 보면 그런 부담같은건 없어짐",100
2020,"2학기","과제가 정말 많지만, 따라가기만 하면 무조건 에이플 받을 수 있습니다 - 한자 7급",100
2020,"2학기","과제가 많지만, 그만큼 교수님도 정말 많은 시간을 투자해서 과제를 자세하게 피드백 해주셔서, 어휘력이 많이 향상된 한 학기였습니다. 매주 적게는 2시간 정도의 과제를 종강까지 계속 제출해야돼서 흔히 말하는 꿀강은 아니지만, 꾸준히 노력할 자신 있으신 분들은 무조건 에이쁠 가능입니다",100
2020,"2학기","교수님이 훈장님 스타일. 정말 애정을 갖고 개별 학생들의 어휘력을 향상시켜주려 노력하십니다. 솔직히 처음엔 교양에서 뭐 이렇게 과제를 많이 주나 싶었는데 한자 쓰다보면 마음도 정리돼고 좋았움.... 편하게 학점 받고 싶으신 분들은 비추천합니다. 교수님이 수업 진짜 들었는지 매번 확인하시며 잔소리도 하시고 상처도 받으세요ㅠ 비대면 상황에서 시간도 촉박하지 않은 오픈북 테스트라 진짜 평소에 수업듣고 과제만 했으면 무난히 에이쁠 받을 수 있었습니다.",100
2020,"2학기","예습과제랑 쓰기 노트, 요청 과제 전부 다 해야지 만점 주셔서 필교 치고는 과제 로드가 많은 편이었지만 일주일에 한 세 시간? 그 정도만 투자하면 그럭저럭 3점 받을 수 있음. 다만 주의할 점이 간간히 수업 중에 교재에서 수정해야 되는 부분이나 붙여 써야 하는 획, 떼어서 써야 하는 획 같은 걸 알려주시는데 이런 게 꼭 시험에 나오고, 해당 단어에서 이 한자가 무슨 뜻으로 쓰였는지 강의 중에 알려주신 것도 반드시 시험문제에 나옴. 약간 내신공부 느낌으로 빡세게 필기해놔야 시험 잘 볼 수 있음",80
2020,"2학기","교수님이 조금 성격이 독특(?)하시긴 한데... 약간 고등학교식 수업을 좋아하시면 괜찮을 거 같아요",100
2020,"2학기","교수님께서 참 친절하십니다. 매번 강조하시지만, 수업의 목표가 성적을 나누는게 아니라 공부를 시키기 위함이라 하십니다. 그게걸맞게, 수업을 열심히듣고, 과제를 열심히 해가면 A+은 보장입니다. 과제도 미흡한게 있으면, 다시 제출하게 해주고, 점수도 다시 올려주십니다. 다만, 이게 반복되면, 교수님께서 뭐라하시긴 합니다. 교수님께서 학생들한테 질문도 많이하시고, 또 카메라 키고 얼굴보고 수업을 하시는데, 이런걸 피곤해하시는 분도 몇 있어보였습니다만, 저는 오히려 좋았습니다. 과제는 많은 편이긴하지만, 부담스러운 정도는 아닙니다. 교수님께 참 감사한게 많네요. 행복하세요 교수님.",100
2020,"2학기","과제가 필교치고 많지만 세세하게 피드백 다 해주시고 연세도 있으신데 싸강 운영을 이렇게 잘 하시다니 그저 존경스럽다 본인은 막학기까지 제대로 된 수업이나 교수 손에 꼽을 정도로 못봤고 월급 루팡 날강두들만 봤는데 이분은 정말 거의 유일하게 존경하는 분이시다 남들도 좀 보고 배웠으면 좋겠다 오픈북이라 에이쁠나올 것 같긴 하지만 뭐가 나오든 그저 존경합니다 항상 건강하시고 행복하시고 만수무강하십시오 김유경 교수님. 졸업예정자 올림.",100
2020,"1학기","과제가 많지만 출석과제라 귀찮은 편이지 어려운 편은 아닙니다. 차라리 출석과제가 있어서 밀리면 ㅈ되는과목 안밀리고 나았어요. 필기만 꼼꼼히 해두면 시험은 빠르게 해결됩니더.",100
2020,"1학기","정말 내가 교양을 이렇게까지 꼼꼼히해야하나라는 생각이 들정도로 교수님의 열정이 대단하심 //한자7급 따리를 앉혀놓고 어떻게하면 애를 장원급제시킬까 끊임없이 과제 피드백해주시고 획하나 삐져나온걸 안넘기심 // 들을때는 나도 철없이 원망도하고 날 싫어하시나 했는데 결국 마지막에가서 열심히 꼼꼼히 하니까 A쁠도 퍼주시고 다 끝나니 감사한마음만 남더라 //다음학기 수업샘플용으로 내과제 사용해도되냐고 물어보셨는데 기쁨마음으로 드림 아마 개과천선한 사례로 쓰실듯",100
2020,"2학기","과제 많아서 처음에 적응하는데 힘들었지만, 후반부가면 아무 생각없이 휘리릭 할 수 있다. 수업 내용 필기만 잘 해두면 시험은 잘 본다. 교수님 착하시다. 성적 진짜 잘 주신다.(코로나)",80
2020,"1학기","매주 나오는 과제 제출하고 수업시간에 필기만 다 해놓으면 무조건 A+. 과제는 예습자료 만드는 거랑 한자 9번씩 쓰는 건데 요령생기면 합해서 2시간 컷 가능. 중간/기말 대체 레포트로 수업시간에 필기한 것 그대로 옮겨 적으면 됨. ㄹㅇ 대학 5학기 다니면서 제일 꿀이었음.",100
2020,"1학기","과제 많지만 난이도가 어렵지 않고 다 하면 에이는 보장 받을수 있는거가틈. 개인적으로 한자를 좋아하진 않는데 외우지 않아도 되서 이번 싸강이 꿀이었음",100
2020,"1학기","과제 매우 많고 귀찮았지만, 성적 후하게 주심.",80
2020,"1학기","과제는 매우 많았으나 시험은 보고서로 대체되고 매우 쉬웠음 그리고 절대평가를 정말 충실히 이행해줍니다. 40명 중 27명이 A쁠임",100
2020,"1학기","과제가 많긴 한데 배우는 것도 많고 학점 ㄹㅇ잘주심 교수님 너무 좋으심",100
2020,"1학기","과제가 너무 많았다.. 매 주 예습 과제에 한자랑 단어 예시들 다 적고 뜻도 적고 10번씩 다 쓰고 기말 과제는 한 번이었지만 한창 기말 고사 기간에 책 읽고 모르는 단어 한자로 적고 뜻 쓰기... 과제가 너무 많았디만 시험이 없어서 위안이 됐다.. 교수님이 엄청 꼼꼼하시고 많은 걸 알려주시려 하기 때문에 내신 잘 받는 그런 사람들이 들으면 좋을 것임..",100
2020,"1학기","교수님 성격이 매우 좋으시고 한 가지라도 더 알려주려고 하신다. 한문에 관심이 없다가도 교수님의 열정을 보면 좀더 배우고 싶은 생각이 드는 수업이다. 과제가 쌓이면 걷잡기 힘들지만 매주 밀리지 않고 한다면 충분히 할만하다. 성적이 아직 나오지는 않았지만 공부한 사람에게는 잘 준다고 하신다.",100
2020,"1학기","교수님께서 지극히 정성스럽고 꼼꼼하게 피드백해주시고 하나라도 더 알려주시려는 열의는 감사하지만.. 졸업학기에 부담없이 들으려고 신청했던 저는 생각보다 투자해야 할 시간이 많아서 조금 난감했어요. 가볍게 한문 들으려면 다른 교수님 찾아보시는 것 추천",60
2020,"1학기","코로나 시국 수강생 학점은 아직 안 나왔지만, 정말 과제가 빡세고 왠만하면 다들 열심히 하는 듯하니, 마음 다잡고 들어오길",80
2019,"2학기","중간에 과제내는것만 성실히하면됨 시험은 4번보는데 오히려 범위적어서 괜찮음 과제만 꾸준히하면 학점은 잘주심",100
2024,"1학기","다른 한문 수업들보다는 범위가 좀 많고, 퀴즈4번+기말1번이라 좀 부담될 수도 있어요. 하지만 처음 퀴즈에 나오는 부수랑 음소 암기하고 나면 그래도 비슷한 방식으로 읽을 수 있는 한자가 많아서 괜찮은 것 같아요! 기말도 퀴즈 시험지에서만 나와서 할 만 합니다!",100
2024,"1학기","한자 자격증 있는 유베이스임에도 불구하고 퀴즈 3번과 시험 1번은 힘들긴 했습니다 하지만 외워야 하는 한자 범위 줄여주시고 출석 네 번까지 봐주는 걸 고려해 시험범위 정확하게 공지해주시는 등 학생들을 배려해주십니다",100
2024,"1학기","다른 한문보다 에이쁠 비율도 많은 거 같고, 교수님도 너무 친절하시고 다 좋은데 다만 범위가 다른 한문보다 좀 많아요.. 틈틈이 퀴즈도 자주보는데 열심히만 하면 에이쁠 무조건 받을 수 있습니다. ㅎㅎ",100
2024,"1학기","다른 한문 강의에 비해서는 시험 범위가 좀 많긴 한 것 같지만 공부한 만큼 나오는 강의고 교수님도 무척 좋으신 분입니다!",100
2023,"1학기","시험 전 외워야 할 한자들 정리해서 알려주십니다! 교수님께서도 학생들 최대한 성적 잘 주시려고 노력하시고 결국 에이쁠 받아갑니다 꼭 들으세요 최소한의 노력만 하면 됩니다",100
2023,"2학기","이번학기부터 로드 대폭 줄었어요 시험을 중간고사 한 번, 기말고사를 두 번으로 나누어서 총 세 번 보는데 각 시험마다 300개정도 외우면 됩니다. 시험 하루 전 7시간 동안 벼락치기하면 충분히 에쁠 받을 수 있어요!! 교수님께서 언급하시기로는 시험 80% 이상 맞으면 웬만하면 에쁠을 주신다 합니다. 그리고 또 해야할 과제는 한문노트 쓰기가 있는데 이거는 두세시간이면 금방 써요 전혀 부담이 되는 양이 아닙니다. 또 출석도 4번 결석까지는 성적에 영향이 없어서 정말 편해요!! 부담없이 가볍게 에쁠 챙길 수 있는 꿀강입니다",100
2023,"2학기","한문(1) 중에서 가장 경쟁률이 낮아서 선택했는데 좋았음!! 저번 학기까진 로드가 좀 빡셌다는데 이번 학기부턴 교수님이 직접적으로 부담 줄여줄 거라고 말하심. 사실 한문하면 연상되는 이미지가 있어서 약간 걱정도 했는데 교수님 정말 쿨하시고 힙하심. 수업도 최대한 간결하게 해주시고 수업 시간에 얘기해주시는 한문 썰도 흥미롭게 들음. 이런 거에 관심 많은 사람이면 더 좋을 듯. 한문 쓰기 노트야 모든 한문 수업에서 필수인데 그거 말고 과제 없음. 시험기간 1주일 전 즈음에 시험 출제되는 한자만 정리해서 런어스 올려주시니 한문 써야 하는 거 / 뜻음만 알면 되는 거 구분해서 잘 외워가기만 하면 됨. 기본적으로 전자출결로 체크하시는데 가끔 출튀 많은 거 같다 싶으실 땐 이름 부르시는 듯. 어차피 4번 결석까진 감점 없으니까 굳이 출튀하다 감점 당하지 마시길. 우리 분반은 다들 열심히 해서 컷이 좀 높았던 거 같긴 했는데(절반이상이 90점 이상이었던 듯) 열심히만 하면 성적은 잘 주심. A+ 받는 거 어렵지 않으니 고고",100
2023,"1학기","개힘들고 공부할거 너무많음. 어느정도냐면 30명 과목인데 철회기간에 8명이나 철회함. 진짜임. 솔직히 이과나 공대생이면... 듣지마세요. 본인이 단순암기 잘한다면 들으셈. 한자 매 시험마다 150-200개씩 외워야하는데 이걸 4번 시험 봄. 말이 150개지 추가단어도 있고, 님들 생각하는 8급 7급 한자가 아니라 진짜 처음보는 한자가 대부분임. 한자노트도 1200단어를 수필로 10번씩 써서 내야하는데 만만치않음... 교재 외에도 추가한자 자꾸 내주셔서 하루만에 벼락치기 할 양 절대 안됨.",20
2023,"1학기","교수님 ㄹㅇ 천사시고 힙하시고 인품 면에서도 배울 게 많았음 퀴즈 4번이나 쳐서 진짜 애들 놀 때도 공부해야돼서 힘들고 학기 중엔 욕 나왔는데 에쁠 컷도 너무 후하시고 학생들 배려도 많이 해주셔서 솔직히 안 들을 이유 없다고 생각함 그냥 에이쁠 필요하면 무조건 들으세요 솔직히 퀴즈도 한 하루이틀전부터 빡세게 하면 가능함(기말퀴즈는.. 아님 전범위라)",100
2023,"1학기","시험을 네 번 봅니다. 학기중엔 진짜 죽을것 같았어요. 그치만 생각할수록 할만하고 점수가 ㄹㅇ 후합니다 에이쁠 폭격기. 암기에 자신있다면 추천합니다.",80
2023,"1학기","로드는 좀 빡세지만 본인만 열심히 하시면 안정적으로 A+ 가능. A+ 컷도 매우 너그럽고 교수님도 매우 너그러우신 분이세요.",100
2023,"1학기","다른 한문 수업보다 퀴즈 많고 범위도 많지만 한자 어느 정도 알고 있으면 A 따기는 안 어려운 수업 그리고 교수님이 관대하심 한문 노베 아니면 추천합니다",100
2022,"2학기","할 게 상당히 많습니다. 중간 대체 테스트를 총 3번 보는데 매번 수십 개의 한자를 외워야 합니다. 기말은 범위 전부 누적 ^^… 심지어 노가다 쓰기 제출까지 해야 되서 꽤 바쁜 강의입니다. 다만 그만큼 학점은 상당히 후한 편이고, 시험 난이도도 암기만 하면 다 풀리는 수준이라 성실히 하실 수만 있으면 추천드립니다.",100
2022,"2학기","한자 외우는건 너무 많아서 귀찮지만, 잘 외울 수 있는 자신 있으면 꼭 들으셈. 퀴즈 3번에 기말고사 한 번. 퀴즈 다 합치고 몇 가지 추가된게 기말고사 범위. 교수님께서 어떤 식으로 출제하실지 진짜 친절하게 다 알려주셔서 좋음. 성적 컷도 80점 이상이 에이쁠로 널널해서 열심히 달달 외우기만 하면 에이쁠 가능",100
2024,"1학기","정년을 바라보고 계신 교수님답게 정말 박학다식합니다 수업시간에 교재에 있는 한자와 용례 외에 관련된 한자들을 많이 소개해 주시나 시험에 나오지는 않습니다 그리고 시험 그렇게 어렵지 않습니다 과제만 하고 시험전날 하루 벼락치기해서 에제 받아갑니다",100
2024,"1학기","과제는 감점되는거 본적이 없어요 제출용입니다 너무 이쁘게 쓸 필요도 없지만 날림으로 몰아서 쓰지도 마세요. 시험도 예제에서만 나오는데, 예제에서 어려운 한자들 나올까봐 끙끙 다 공부해갔지만 안나오고 쉬운단어들이 빈출돼요. 각 과 뒷장에 더 알아보기 식의 한자 몇 자들도 매번 외워갔지만 시험 나온적이 없어요 전 재밌게 들었어요 이하는 수업 때 자주 들을 교수님 어록들 '에..이 한자...간체자라는게 문제가 아주 많습니다. 제가 전에 이야기 했나요?' '이 이야기가 어쩌다가 여기까지 왔죠? 또 새끼를 치면 안되는데..이야기가 새면 안되는데' '내가 이 언론사의 문제점을 가지고 또 책을 쓸 생각입니다' '놈 자라는 한자도 결국 고쳐야 됩니다' 매번 수업 10분씩 일찍 끝내주니 또 좋네요!",100
2023,"2학기","좀 졸릴 순 있긴 한데 들으면 다 도움되는 내용이에요 초반엔 부수 설명을 정말 자세하게 해주시고 진도 나가면서도 부수와 관련된 이야기들과 어원을 상세히 설명해주셔서 머릿속에 잘 남습니다 문제는 전부 용례에서 출제되고 중간에 진도를 많이 못나가서 기말이 엄청 많아졌는데 이것도 마지막에 줄여주셨습니다 교수님 인자하시고 친절하십니다 한문 수업은 아무리 꿀이어도 기본적으로 외울 건 외워야죠 아무것도 안하고 꿀빨려고 듣기보다는 그때그때 조금이라도 공부하면 최대한 배려해주시고 성적도 잘 나옵니다",100
2023,"1학기","정말 0점이 있다면 드리고싶은 수업입니다... 성적을 후하게 주신다는 강의평을 보고 들었다가 크게 호되게 데이고 다른 교수님 수업으로 재수강할 예정입니다... 수업은 성적과 큰 의미가 없어서 출튀를 하거나 다들 수업시간에 딴짓을 합니다. 한 챕터가 끝나면 10번씩 써서 내는 과제가 있는데, 교수님 피셜 성적에 큰 영향을 미치지 않는다고 합니다. 시험은 한자단어를 보고 음을 쓰거나, 한글을 보고 한자를 쓰는 형식으로 진행되는데, 생각보다 많이 어렵습니다. 한자에 흥미가 있어서 열심히 공부했지만 양이 매우 많고 성적기준도 잘모르겠습니다.. 성적정정때 교수님께 문의드렸지만 납득하기 어려운 답변이 와 당황스러웠습니다. 그리고 교수님은 절.대. 메일을 보시지 않으니 문의사항이 있다면 수업시간에 이야기하셔야 합니다. 참고로 수업시간에 교수님께서 강조하신 단어는 시험에 잘 안나옵니다.",20
2023,"1학기","꿀강~! 외우기만 하면되니까 개인적으로는 부담 없이 들었어요",100
2023,"1학기","한문 초보자들을 위한 한문 강의입니다. 교수님은 굉장히 좋으셔요. 한문이 우리 문화와 얼마나 밀접한지 알 수 있는 수업입니다. 한자 쓰기 과제는 다 내기만 하면 만점에 내는 것도 학생 편의를 최대한 봐주십니다. 시험은 단순히 한자 외우는 것 밖에 없어요. 일부러 틀리게 하거나 헷갈리게 하는 문제 없이 그냥 단순한 한자 쓰기 (한자, 한글 독음) 단답형 문제들이에요. 공부하시면 충분히 A+ 챙길 수 있습니다. 중간 점수가 안나오더라도 기말 성적이 많이 상승하면 가중치를 부여하셔서 구제책을 마련해 주십니다.",100
2023,"1학기","한자의 제자원리를 알고 싶어하는 학생에게는 제격입니다. 저는 한자에 관심이 꽤 있었고, 3급2(어문회기준)를 갖고 있는 학생입니다. 어렸을때자격증을 땄었는데, 단순히 외우기만 했던 것을 이제와서 충분한 설명을 통해 원리를 알게 되니 한자를 단순히 암기과목으로 치부해서는 안된다고 느꼈습니다.",100
2022,"2학기","중간 망쳤는데 기말 만점 받으면 A 준다고 해서 기말 바짝 공부해서 A 받음. 공부는 시험기간 때 바짝하면 되지만 생각보다 진도 정말 빨리 나감.",80
2022,"2학기","듣지 마세요. 수업시간에 쓸데없는 이야기 많이 하시고 그러다가 못나간 진도를 시험직전에 후다닥 나가십니다. 결국 기말고사 분량이 중간의 1.7배 정도로 나왔어요. 성적? 1번 결석하고 과제 모두 제출했구요. 중간기말모두 다 치뤘는데 에프받았어요. 메일도 안 읽으시던데 답답한 채로 정정기간이 끝났네요. 다른 좋은 교수님들 많습니다. 교수님께서는 교양수업이 뭔지, 한문1을 듣는 학생들이 어떤 수준인지를 모르시고, 알려고 하지 않으시는 것 같아요.",20
2022,"2학기","과제도 별로 없고 시험도 공부했으면 정말 쉬움. 대신 한문 과목 특성상 한자를 모르는데 공부를 안 했으면 시험을 당연히 잘 치를 수 없음. 시험 범위도 적고 성적도 잘 주시기 때문에 꿀강이라고 생각.",100
2022,"2학기","수업은 딱히 안 들어도 됨 시험도 쉬워요 시험 기간에 바짝하세요 나름 추천합니다",80
2024,"1학기","정년을 바라보고 계신 교수님답게 정말 박학다식합니다 수업시간에 교재에 있는 한자와 용례 외에 관련된 한자들을 많이 소개해 주시나 시험에 나오지는 않습니다 그리고 시험 그렇게 어렵지 않습니다 과제만 하고 시험전날 하루 벼락치기해서 에제 받아갑니다",100
2024,"1학기","과제는 감점되는거 본적이 없어요 제출용입니다 너무 이쁘게 쓸 필요도 없지만 날림으로 몰아서 쓰지도 마세요. 시험도 예제에서만 나오는데, 예제에서 어려운 한자들 나올까봐 끙끙 다 공부해갔지만 안나오고 쉬운단어들이 빈출돼요. 각 과 뒷장에 더 알아보기 식의 한자 몇 자들도 매번 외워갔지만 시험 나온적이 없어요 전 재밌게 들었어요 이하는 수업 때 자주 들을 교수님 어록들 '에..이 한자...간체자라는게 문제가 아주 많습니다. 제가 전에 이야기 했나요?' '이 이야기가 어쩌다가 여기까지 왔죠? 또 새끼를 치면 안되는데..이야기가 새면 안되는데' '내가 이 언론사의 문제점을 가지고 또 책을 쓸 생각입니다' '놈 자라는 한자도 결국 고쳐야 됩니다' 매번 수업 10분씩 일찍 끝내주니 또 좋네요!",100
2023,"2학기","좀 졸릴 순 있긴 한데 들으면 다 도움되는 내용이에요 초반엔 부수 설명을 정말 자세하게 해주시고 진도 나가면서도 부수와 관련된 이야기들과 어원을 상세히 설명해주셔서 머릿속에 잘 남습니다 문제는 전부 용례에서 출제되고 중간에 진도를 많이 못나가서 기말이 엄청 많아졌는데 이것도 마지막에 줄여주셨습니다 교수님 인자하시고 친절하십니다 한문 수업은 아무리 꿀이어도 기본적으로 외울 건 외워야죠 아무것도 안하고 꿀빨려고 듣기보다는 그때그때 조금이라도 공부하면 최대한 배려해주시고 성적도 잘 나옵니다",100
2023,"1학기","정말 0점이 있다면 드리고싶은 수업입니다... 성적을 후하게 주신다는 강의평을 보고 들었다가 크게 호되게 데이고 다른 교수님 수업으로 재수강할 예정입니다... 수업은 성적과 큰 의미가 없어서 출튀를 하거나 다들 수업시간에 딴짓을 합니다. 한 챕터가 끝나면 10번씩 써서 내는 과제가 있는데, 교수님 피셜 성적에 큰 영향을 미치지 않는다고 합니다. 시험은 한자단어를 보고 음을 쓰거나, 한글을 보고 한자를 쓰는 형식으로 진행되는데, 생각보다 많이 어렵습니다. 한자에 흥미가 있어서 열심히 공부했지만 양이 매우 많고 성적기준도 잘모르겠습니다.. 성적정정때 교수님께 문의드렸지만 납득하기 어려운 답변이 와 당황스러웠습니다. 그리고 교수님은 절.대. 메일을 보시지 않으니 문의사항이 있다면 수업시간에 이야기하셔야 합니다. 참고로 수업시간에 교수님께서 강조하신 단어는 시험에 잘 안나옵니다.",20
2023,"1학기","꿀강~! 외우기만 하면되니까 개인적으로는 부담 없이 들었어요",100
2023,"1학기","한문 초보자들을 위한 한문 강의입니다. 교수님은 굉장히 좋으셔요. 한문이 우리 문화와 얼마나 밀접한지 알 수 있는 수업입니다. 한자 쓰기 과제는 다 내기만 하면 만점에 내는 것도 학생 편의를 최대한 봐주십니다. 시험은 단순히 한자 외우는 것 밖에 없어요. 일부러 틀리게 하거나 헷갈리게 하는 문제 없이 그냥 단순한 한자 쓰기 (한자, 한글 독음) 단답형 문제들이에요. 공부하시면 충분히 A+ 챙길 수 있습니다. 중간 점수가 안나오더라도 기말 성적이 많이 상승하면 가중치를 부여하셔서 구제책을 마련해 주십니다.",100
